QUEST_LV_0200_20150317_000001	Philipas' Soldier	Philip's Soldiers
QUEST_LV_0200_20150317_002595	Check the Spring Light Woods Altar	Periksalah Spring Light Woods Altar
QUEST_LV_0200_20150317_002596	There is a suspicious shadow in Spring Light Woods Altar. Take a close look at it.	Ada bayangan mencurigakan di Spring Light Woods Altar. Periksalah lebih cermat lagi.
QUEST_LV_0200_20150317_002597	A Chafer was hiding near the altar. Defeat the Chafer.	Chafer bersembunyi di altar.Kalahkan chafer.
QUEST_LV_0200_20150317_002598	Check the destroyed seal tower	Periksalah tower yang hancur
QUEST_LV_0200_20150317_002599	Someone destroyed the tower. Check its status.	Seseorang menghancurkan tower. Periksalah kondisinya.
QUEST_LV_0200_20150317_002600	Defeat Manticen	Kalahkan Mantiken
QUEST_LV_0200_20150317_002601	It seems like this Manticen destroyed the tower. Defeat it.	Sepertinya Mantiken menghancurkan tower. Kalahkan dia.
QUEST_LV_0200_20150317_002602	Talk to Merchant Dulke	Bicaralah pada Merchant Dulke
QUEST_LV_0200_20150317_002603	Seems like Merchant Dulke is troubled. {nl}Ask him what's wrong.	Sepertinya Merchant Dulke sedang berada dalam masalah. Dengarkanlah ceritanya.
QUEST_LV_0200_20150317_002604	Find Merchant Dulke's Package	Temukanlah Dulke's luggage
QUEST_LV_0200_20150317_002605	Merchant Dulke says that he lost his belongings while running away from the monsters. Find Dulke's belongings for him.	Dulke bilang dia kehilangan barang-barangnya saat melarikan diri dari monster. Temukan Dulke's luggage untuknya.
QUEST_LV_0200_20150317_002606	Give the packages to Merchant Dulke	Berikan luggage kepada Dulke
QUEST_LV_0200_20150317_002607	Found all Merchant Dulke's packages. Give it to him,.	Termukan semua luggage. Berikan padanya.
QUEST_LV_0200_20150317_002608	Find %s	Temukan %s
QUEST_LV_0200_20150317_002609	Talk to Villager Emil	Bicaralah kepada Emil
QUEST_LV_0200_20150317_002610	Villager Emil in the Spring Light Woods wants to ask you a favor. Go to Villager Emil.	Emil berada di Spring Light Woods dan ingin meminta bantuanmu. Bicaralah kepada Emil.
QUEST_LV_0200_20150317_002611	Defeat the monsters around the village	Kalahkan monster disekitar desa.
QUEST_LV_0200_20150317_002612	Emils says that it is too dangerous to go to Three Brooks Woods. Defeat the monsters so that the route will be safe.	Emils bilang sangat berbahaya pergi ke Three Brooks Woods. Kalahkan monster untuk mengamankan jalan menuju ketempat itu.
QUEST_LV_0200_20150317_002613	Defeated enough monsters. Go back and talk to Emil of Spring Light Woods.	Kalahkan para monster. Kembalilah dan bicara kepada Emil of Spring Light Woods.
QUEST_LV_0200_20150317_002614	Talk to Pharmacist Tiana	Bicara pada Pharmacist Tiana
QUEST_LV_0200_20150317_002615	Pharmacist Tiana makes medicine using herbs from Spring Light Woods. Talk to her.	Pharmacist Tiana membuat obat menggunakan tanaman dari SPring Light Woods. Bicaralah padanya.
QUEST_LV_0200_20150317_002616	Collect Spring Light Grass	Dapatkan Spring Light Grass
QUEST_LV_0200_20150317_002617	Pharmacist Tiana says she needs more Spring Light Grass to make her medicine. Use bee honey jelly to find and collect the elusive Spring Light Grass.	Tiana bilang dia membutuhkan lebih banyak Spring Light Grass untuk membuat obatnya. Gunakan honey jelly untuk menemukan dan mengumpulkan Spring Light Grass yang bersembunyi.
QUEST_LV_0200_20150317_002618	Give the Spring Light Grass to Pharmacist Tiana	Berikan Spring Light Grass kepada Tiana
QUEST_LV_0200_20150317_002619	Gathered enough Spring Light Grass. Give it to Tiana.	Kumpulkan Spring Light Grass. Berikan kepada Tiana.
QUEST_LV_0200_20150317_002620	Talk to Equipment Merchant in Fedimian	Bicara pada Equipment Merchant di Fedimian
QUEST_LV_0200_20150317_002621	The Equipment Merchant seems to pity you for your failed upgrade attempts. Talk to him.	Sang Equipment Merchant sepertinya bersimpati pada usahamu yang gagal dalam upgrade. Bicaralah padanya.
QUEST_LV_0200_20150317_002622	Collect Marks of Pilgrim	Kumpulkan Mark of Pilgrim
QUEST_LV_0200_20150317_002623	The Equipment Merchant offered a pretty good reward in exchange for your help. Go to Starving Demon's Way and collect Marks of Pilgrim.	Equipment Merchant menawarkan hadiah yang lumayan jika kamu membantunya. Pergilah ke Starving Demon's Road dan dapatkan Mark of Pilgrim.
QUEST_LV_0200_20150317_002624	Give them to Fedimian Equipment Merchant	Berikan kepada Fedimian Equipment Merchant
QUEST_LV_0200_20150317_002625	Obtained all the Marks. Give it to the Equipment Merchant.	Dapatkan semua Marks. Berikan kepada Equipment Merchant.
QUEST_LV_0200_20150317_002626	Obtain %s from the monsters at Starving Demon's Way	Mendapatkan %s dari monster di Way of the Big Starving Demon
QUEST_LV_0200_20150317_002627	Meet Commander Uska	Temui Commander Uska
QUEST_LV_0200_20150317_002628	Commander Uska seems to be troubled. Talk to him.	Commander Uska sepertinya sedang dalam masalah. Bicaralah kepadanya.
QUEST_LV_0200_20150317_002629	Hunt the monsters in Purple Tree Fault Forest	Burulah monsters di Purple Tree Fault Forest
QUEST_LV_0200_20150317_002630	Commander Uska says a swarm of monster appeared from the deep forest but he did not have enough men to do anything about it. Defeat 100 monsters in Purple Tree Fault Forest for the commander.	Commander Uska bilang banyak monster keluar dari dalam hutan tapi dia tidak memiliki cukup orang untuk membantunya mengusir mereka. Kalahkan 100 monster di Purple Tree Fault Forest untuk commander.
QUEST_LV_0200_20150317_002631	Completed the Purple Tree Fault Forest monster huntdown mission. Return to Uska and tell him the good news.	Selesaikan tugas memburu Purple Tree Fault Forest monster. Kembalilah kepada Uska dan sampaikan berita baiknya.
QUEST_LV_0200_20150317_002632	Defeat the monsters in Purple Tree Fault Forest	Kalahkan monsters di Purple Tree Fault Forest
QUEST_LV_0200_20150317_002633	Observe the Fallen Owl Sculpture	Awasi fallen owl statue
QUEST_LV_0200_20150317_002634	There is an Owl Sculpture at Tomb Spider Nest. Take a look at it.	Ada owl staue di Tomb Spider nest. Jagalah baik-baik.
QUEST_LV_0200_20150317_002635	The Throneweaver appeared when you touched the collapsed sculpture!	Throneweaver muncul saat kamu menyentuh collapsed statue!
QUEST_LV_0200_20150317_002636	Suspicious Goddess Statue	Goddess Statue yang mencurigakan
QUEST_LV_0200_20150317_002637	There is a Goddess Statue in Amolallul Hill. This statue looks different from the other statues but worship it first anyway.	Ada Goddess Statue di Amolallul. Statue ini terlihat berbeda dengan statues lainnya. Tetapi tetap mendoakannya.
QUEST_LV_0200_20150317_002638	Defeat Corrupted	Kalahkan the Corrupted
QUEST_LV_0200_20150317_002639	The Goddess Statue turned into Corrupted! Defeat the Corrupted first.	The Goddess Statue berubah menjadi Corrupted! Kalahkan the Corrupted.
QUEST_LV_0200_20150317_002640	Defeat Corrupted	Kalahkan the Corrupted
QUEST_LV_0200_20150317_002641	Talk to the Owl Chief Sculpture	Bicara kepada Leader Owl Statue
QUEST_LV_0200_20150317_002642	The Earnest Owl Chief Sculpture seems gloomy. Talk to it again.	The earnest Leader Owl Statue terlihat murung. Bicaralah padanya sekali lagi.
QUEST_LV_0200_20150317_002643	Check on the Weak Owl Sculpture at Ishrai Crossroads	Periksalah the weakened owl statue di Ishrai Crossroad
QUEST_LV_0200_20150317_002644	The Owl Chief says it's worried about the owl at Ishrai Crossroads. Look for the Weak Owl and if it is out of place or fallen down, help it back up.	Leader Owl bilang dirinya khawatir dengan owl di Ishrai Crossroad. Periksalah weakened statues dan jika posisinya bergeser terlalu jauh atau terjatuh, kembali kan seperti semula.
QUEST_LV_0200_20150317_002645	Talk to the Weak Owl Sculpture	Bicaralah kepada the Weakened Owl Statue
QUEST_LV_0200_20150317_002646	Stood back the Weak Owl Sculpture lying on the floor. Talk to it.	Pasang kembali the Weakened Owl Statue yang terletak di lantai. Bicaralah padanya.
QUEST_LV_0200_20150317_002647	The Weak Owl Sculpture seems like it is about to cry. Talk to it.	The Weakened Owl Statue sepertinya hendak menangis. Bicaralah kepadanya.
QUEST_LV_0200_20150317_002648	Find traces of the kidnapped Owls	Temukan jejak dari kidnapped owls
QUEST_LV_0200_20150317_002649	The Weak Owl wants you to find other owls that the monsters took away. Find the traces of owl statue in the monster's hideaway located at each end of the Ishrai Crossroad.	The Weakened Owl ingin kamu menemukan owls lainnya yang diambil oleh monster. Temukan jejak dari owl statue di persembunyian monster pada end of the Ishrai Crossroad.
QUEST_LV_0200_20150317_002650	Give the broken owl sculpture parts to the Weak Owl	Berikan Broken Piece of Owl
QUEST_LV_0200_20150317_002651	Found all the Broken Pieces of the Owl. Give it to the Weak Owl.	Temukan semua Broken Pieces of the Owl. Berikan kepada Weakened Owl.
QUEST_LV_0200_20150317_002652	Talk to Liliya	Bicara pada Lilya
QUEST_LV_0200_20150317_002653	There is a pilgrim names Liliya in Way of the Big Staving Demons. Seems like she desperately needs something so try talking to her.	Ada seorang pilgrim bernama  Lilya di Way of the Big Staving Demon. Sepertinya dia membutuhkan sesuatu, bicaralah dengannya.
QUEST_LV_0200_20150317_002654	Find food	Temukan makanan
QUEST_LV_0200_20150317_002655	Liliya keeps saying that she's hungry. Get some meat from the monsters around and give it to her.	Lilya terus berkata bahwa dia lapar. Dapatkan daging dari monster disekitarmu dan berikan kepadanya.
QUEST_LV_0200_20150317_002656	Give monster meat to Liliya.	Berikan daging monster kepada Lilya.
QUEST_LV_0200_20150317_002657	Get %s from monsters nearby	Dapatkan %s dari monsters terdekat
QUEST_LV_0200_20150317_002658	Liliya still seems hungry. Talk to her again.	Lilya sepertinya masih lapar. Bicaralah padanya.
QUEST_LV_0200_20150317_002659	Get soft reed stem	Dapatkanlah soft reed stem
QUEST_LV_0200_20150317_002660	Gather soft reed stem for Liliya from the reed sprouts nearby.	Kumpulkan soft reed stem untuk Lilya dari reed sprouts disekitar.
QUEST_LV_0200_20150317_002661	Gathered all the soft reed stems. Give it to Liliya.	Kumpulkan semua soft reed stems. Berikan pada Lilya.
QUEST_LV_0200_20150317_002662	Gather %s from reed sprouts	Kumpulkan %s dari reed sprouts
QUEST_LV_0200_20150317_002663	Is Liliya's hunger satisfied? Talk to her again.	Apakah rasa lapar Lilya's sudah terpenuhi? Bicaralah padanya kembali.
QUEST_LV_0200_20150317_002664	Defeat Carnivore	Kalahkan Carnivore
QUEST_LV_0200_20150317_002665	What happened? The hungry Liliya is gone and a Carnivore suddenly appeared. First, defeat the Carnivore that is attacking you.	Apa ini? The hungry Lilya pergi dan Carnivore mendadak muncul. Pertama, kalahkan Carnivore yang menyerang dirimu.
QUEST_LV_0200_20150317_002666	Talk to Liliya on the floor	Bicara pada Lilya diatas lantai
QUEST_LV_0200_20150317_002667	Liliya appeared on the spot where Carnivore was defeated. Try talking to Liliya.	Lilya muncul pada tempat dimana Carnivore dikalahkan. Bicaralah pada Lilya.
QUEST_LV_0200_20150317_002668	Defeat the Carnivore that seems like what Liliya turned into	Kalahkan Carnivore yang sepertinya adalah Lilya yang berubah
QUEST_LV_0200_20150317_002669	Make a grave for Liliya	Buatlah makam untuk Lilya
QUEST_LV_0200_20150317_002670	Seems like Liliya will lose her breathe soon.. Do her last favor.	Sepertinya Lilya akan segera kehilangan nyawanya.. Kabulkanlah keinginan terakhirnya.
QUEST_LV_0200_20150317_002671	Make a grave for Liliya	Buatlah makam untuk Lilya
QUEST_LV_0200_20150317_002672	Talk to Pilgrim Julius	Bicaralah kepada Pilgrim Julius
QUEST_LV_0200_20150317_002673	There are many pilgrims with stories in the Starving Demon's Way. Talk to Julius.	Banyak sekali pilgrims dengan kisahnya di dalam Starving Demon's Road. Bicaralah pada Julius.
QUEST_LV_0200_20150317_002674	Get monster meat	Dapatkan daging monster
QUEST_LV_0200_20150317_002675	Can't understand Julius' story exactly but he seems hungry. {nl}Try to get him something to eat from the monsters nearby.	Tidak begitu mengerti cerita dari Julius, tapi kelihatannya dia lapar. Dapatkan sesuatu untuk diberikan padanya dari monsters terdekat.
QUEST_LV_0200_20150317_002676	Give food to Pilgrim Julius	Berikan makanan kepada Julius
QUEST_LV_0200_20150317_002677	Got enough monster meat. Give it to Julius.	Mendapatkan cukup daging monster. Berikan kepada Julius.
QUEST_LV_0200_20150317_002678	Get %s from monsters nearby	Dapatkan %s dari monster terdekat
QUEST_LV_0200_20150317_002679	Julius is gobbling down the monster meat. Try talking to him again.	Julius melahap daging monster. Bicaralah padanya.
QUEST_LV_0200_20150317_002680	Persuade Drapeliun	Bujuklah  Draperiun
QUEST_LV_0200_20150317_002681	Is there some kind of curse casted in the Way of Big Staving Demon? Julius took the orgel then turned into a Drapeliun! You need to persuade him to turn back into human. How about consuming some HP first by attacking it?	Apakah ini sejenis kutukan yang dipasang pada Way of Big Staving Demon? Julius mengambil orgel lalu berubah menjadi Draperiun! Kamu harus membujuknya agar menjadi manusia kembali. Bagaimana jika menyerap HP dengan menyerangnya?
QUEST_LV_0200_20150317_002682	Julius appeared again. Talk to him and listen to his story.	Julius Muncul kembali. Bicara padanya dan dengarkan ceritanya.
QUEST_LV_0200_20150317_002683	Seems like Julius is back to himself now. Go and listen to what he says.	Sepertinya Julius kembali menjadi dirinya lagi. Dengarkan ceritanya.
QUEST_LV_0200_20150317_002684	Get the young Nikotia leaves	Dapatkan young Nikotia leaves
QUEST_LV_0200_20150317_002685	You need to get young Nikotia leaves so that Julius can get back up and tell his story. You can get the leaves in Emptry Tree Forest.	Kamu harus mendapatkan young Nikotia leaves sehingga Julius sadar dan dapat memberitahukan ceritanya. Kamu bisa mendapatkan leaves di Emptry Tree Forest.
QUEST_LV_0200_20150317_002686	Gathered all the young Nikotia leaves needed. Give it to Julius.	Kumpulkan young Nikotia leaves yang dibutuhkan. Berikan kepada Julius.
QUEST_LV_0200_20150317_002687	Food supplies in the Ascetic haven	Cadangan makananan di the Ascetic haven
QUEST_LV_0200_20150317_002688	The rotten meat Julius mentioned can be found past the Ascetic haven, just before the Ray-lit Land. Go there and find the Reaverpeded that swallowed Julius and Liliya's ring.	Daging busuk yang disebut oleh Julius bisa ditemukan di Ascetic haven, tepat sebelum Ray-lit Land. Pergilah kesana dan temukan Reaverpeded yang menelan cincin Julius dan Lilya's.
QUEST_LV_0200_20150317_002689	The Reaverpede that swallowed Liliya and Julius' necklace appeared! Defeat it and get back the necklace.	The Reaverpeded yang menelan cincin Lilya dan Julius' telah muncul! Kalahkan dia dan dapatkan necklace kembali.
QUEST_LV_0200_20150317_002690	Defeat the Reaverpede that swallowed the necklace	Kalahkan Reaverpeded yang menelan necklace
QUEST_LV_0200_20150317_002691	Talk to Pilgrim Zenius	Bicara pada Pilgrim Zenius
QUEST_LV_0200_20150317_002692	There are two pilgrims in the Reed field in Starving Demon's Way. Seems like they have a story to tell so try talking to them.	Ada dua pilgrims di the Reed field pada Starving Demon's Road. Sepertinya mereka memiliki hal yang ingin diceritakan.
