QUEST_LV_0100_20150317_000001	Sentinel	Sentinel
QUEST_LV_0100_20150317_004577	You helped the Desperate Owl to stand up. Ask it whether it is okay.	Kamu membantu Desperate Owl berdiri. Tanyakan apakah ia baik-baik saja.
QUEST_LV_0100_20150317_004578	The owl in urgency is asking you to help it since it never saw Sequoia running around like that. Talk to the owl in urgency.	Owl in urgency meminta bantuanmu karena ia tidak pernah melihat Sequoia lari-larian seperti itu. Bicara pada owl in urgency.
QUEST_LV_0100_20150317_004579	Obtain the blackend wood stick	Mendapatkan blackend wood stick
QUEST_LV_0100_20150317_004580	The owl in urgency told you that it will be better to use the blackend stick. Collect the sticks nearby.	Owl in urgency memberitahumu bahwa lebih baik menggunakan blackend stick. Kumpulkan stick di sekitar.
QUEST_LV_0100_20150317_004581	You have enough blackened sticks. Return to the owl in urgency.	Kamu memiliki cukup blackened stick. Kembali ke owl in urgency.
QUEST_LV_0100_20150317_004582	Talk to the owl in urgency.	Bicara pada owl in urgency.
QUEST_LV_0100_20150317_004583	The owl in urgency substitued the old stick for the blackend stick. Talk to the owl in urgency again	Owl in urgency mengganti old stick dengan blackened stick. Bicara pada owl in urgency lagi
QUEST_LV_0100_20150317_004584	Use the cursed stick to Sequoia	Gunakan cursed stick pada Sequoia
QUEST_LV_0100_20150317_004585	Thrust the cursed stick to Sequoia so it can never run around again!	Tusuk cursed stick pada Sequoia jadi ia tidak lari-larian lagi!
QUEST_LV_0100_20150317_004586	Talk to the gatekeeper owl	Bicara pada gatekeeper owl
QUEST_LV_0100_20150317_004587	Unfortunately, the cursed stick wasn't effective on Sequia. As the owl in urgency told  you, talk to the gatekeeper owl again.	Sayangnya, cursed stick tidak efektif pada Sequoia. Seperti yang owl in urgency katakan padamu, bicara pada gatekeeper owl lagi.
QUEST_LV_0100_20150317_004588	Sequoia is burning the whole forest, but the gatekeeper owl seems to be alright. Talk to the gatekeepr owl.	Sequoia membakar seluruh hutan, namun gatekeeper owl sepertinya baik-baik saja. Bicara pada gatekeeper owl.
QUEST_LV_0100_20150317_004589	Defeat Sequoia	Kalahkan Sequoia
QUEST_LV_0100_20150317_004590	The gatekeeper owl told you that the stick isn't useless so if you directly attack Sequoia with it, you may defeat it.  Defeat Sequoia at the Cradle of Sequoia.	Gatekeeper owl berkata bahwa stick masih berguna jika kamu menyerang Sequoia langsung dengan ini, dan mungkin dia akan kalah. Kalahkan Sequoia di Cradle of Sequoia.
QUEST_LV_0100_20150317_004591	You finally defeated Sequoia. Ask the gatekeeper about the way to the Sculptor	Kamu berhasil mengalahkan Sequoia. Tanyakan gatekeeper tentang jalan menuju Sculptor
QUEST_LV_0100_20150317_004592	Check the epitaph of the Royal Mausoleum	Periksa epitaph of the royal tomb
QUEST_LV_0100_20150317_004593	Various writings on how to prepare when the demons attack are engraved on the epitaph. Read the epitaph. 	Berbagai tulisan tentang cara bersiap ketika iblis menyerang terukir pada epitaph. Baca epitaph.
QUEST_LV_0100_20150317_004594	Defeat Boowook near the Royal Mausoleum's cube so its power can be absorbed into the cubes.	Kalahkan Boowook di dekat royal tomb's cube dan hisap kekuatannya ke dalam cube.
QUEST_LV_0100_20150317_004595	The corrupted Boowook can't remember their mission. Defeat Boowook near the large cubes.	Bookwook yang terpolusi tidak bisa mengenali Pia. Kalahkan Bookwook dan hisap kekuatannya ke dalam cube.
QUEST_LV_0100_20150317_004596	Read the epitaph	Bicara epitaph
QUEST_LV_0100_20150317_004597	Destroy the corrupted defense mechanism	Hancurkan protecting device yang tercemar
QUEST_LV_0100_20150317_004598	Destroy the corrupted defense mechanism, so the Guardians stop appearing.	Hancurkan protecting device yang tercemar jadi protector tidak akan keluar lagi.
QUEST_LV_0100_20150317_004599	Destroy the corrupted defense mechanism	Hancurkan protecting device yang terpolusi
QUEST_LV_0100_20150317_004600	Check the epitaph of the Royal Mausoleum	Periksa epitaph of the royal tomb
QUEST_LV_0100_20150317_004601	Get the power source from the Guardian and dedicate it to the chest	Dapatkan power source dari protector dan berikan pada chest
QUEST_LV_0100_20150317_004602	When a Royal Mausoleum Guardian forgets its duty, its power source gets put into a container and returned to the Royal Mausoleum. Defeat the Guardians and obtain their power sources, then put them into the containers.	Ketika protector royal tomb lupa akan tugasnya, power source masuk ke dalam chest dan kembali ke royal tomb. Kalahkan prootector, dapatkan power source dan letakkan ke dalam chest.
QUEST_LV_0100_20150317_004603	Defeat Achat	Kalahkan Achat
QUEST_LV_0100_20150317_004604	Achat is already corrupted. Defeat Achat.	Achat sudah tercemar. Kalahkan Achat.
QUEST_LV_0100_20150317_004605	Guardian Achat	Protector Achat
QUEST_LV_0100_20150317_004606	Talk to the training soldier, Malt	Bicara pada training soldier Malt
QUEST_LV_0100_20150317_004607	You can see Malt whose mind is suffering due to monsters. Talk to Malt.	Kamu bisa melihat Malt yang menderita karena monster. Bicara pada Malt.
QUEST_LV_0100_20150317_004608	Defeat the Flibos in the suppliess path	Kalahkan Filibos di supply path
QUEST_LV_0100_20150317_004609	Malt is having a hard time due to Filibos. Defeat Filibos for Malt.	Malt menjadi sulit hidupnya karena Filibos. Kalahkan Filibos untuk Malt.
QUEST_LV_0100_20150317_004610	It seems that you defeated enough Filibos. Return to Malt.	Sepertinya kamu telah mengalahkan Filibos. Kembali pada Malt.
QUEST_LV_0100_20150317_004611	Defeat Filibos	Kalahkan Filibo
QUEST_LV_0100_20150317_004612	Talk to Pakelas	Bicara pada Officer Pakellas
QUEST_LV_0100_20150317_004613	Pakelas seems very busy. Ask Pakelas about the wagon that Malt told you about.	Pakelas tampak sibuk. Tanyakan Pakelas tentang wagon yang Malt ceritakan padamu.
QUEST_LV_0100_20150317_004614	Check the abandoned wagon	Periksa abandoned wagon.
QUEST_LV_0100_20150317_004615	Pakelas seems to be angry about the work Malt has done. Check the abandoned wagon on behalf of busy Pakelas.	Pakelas tampak marah pada pekerjaan Malt. Periksa abandoned wagon untuk Pakelas yang sibuk.
QUEST_LV_0100_20150317_004616	Report to Pakelas	Lapor ke Pakelas
QUEST_LV_0100_20150317_004617	Lots of wagons look unusable. Report to Pakelas.	Banyak wagon yang tidak bisa terpakai. Lapor ke Pakelas.
QUEST_LV_0100_20150317_004618	Pakelas is depressed to hear that lots of wagons can't be used. Talk to Pakelas again.	Pakelas sedih mendengar banyak wagon yang tidak bisa digunakan. Bicara pada Pakelas lagi.
QUEST_LV_0100_20150317_004619	Collect the stems of Haming	Kumpulkan stems of Haming
QUEST_LV_0100_20150317_004620	To use the wagons after fixing them, you should get necessary materials. Defeat Haming and get the stems of Haming.	Untuk menggunakan wagon setelah diperbaiki, kamu harus mendapatkan material yang dibutuhkan. Kalahkan Haming dan dapatkan stem of Haming.
QUEST_LV_0100_20150317_004621	Give them to Pakelas	Berikan pada Pakelas
QUEST_LV_0100_20150317_004622	You have enough stems of Haming. Give them to Pakelas.	Kamu memiliki cukup stem of Haming. Bicara pada Pakelas.
QUEST_LV_0100_20150317_004623	Supply Officer seem to have a lot of work to do. Talk to him.	Supply officer tampak memiliki banyak pekerjaan. Bicara padanya.
QUEST_LV_0100_20150317_004624	Collect plantains	Kumpulkan plantains
QUEST_LV_0100_20150317_004625	Supply Officer is appealing that he has too much workload. Help the poor officer collect plantain grass.	Supply officer berkata ia ada banyak kerjaan. Bantu officer mengumpulkan plantain grass.
QUEST_LV_0100_20150317_004626	Give it to the Supply Officer	Berikan pada supply officer
QUEST_LV_0100_20150317_004627	Finished collecting the plantains needed. Give it to the Supply Officer.	Selesai mengumpulkan plantain yang dibutuhkan. Berikan pada Supply Officer.
QUEST_LV_0100_20150317_004628	Talk to Supply Officer	Bicara pada Supply Officer
QUEST_LV_0100_20150317_004629	Supply Officer's work does not end with this. Talk to the Supply Officer again.	Pekerjaan Supply Officer tidak berakhir dengan ini. Bicara pada Supply Officer lagi.
QUEST_LV_0100_20150317_004630	Collect Tini meat	Kumpulkan Tini meat
QUEST_LV_0100_20150317_004631	The next mission is to supply food from nearby locations. Defeat Tinis nearby and obtain Tini meats	Misi selanjutnya adalah suplai makanan dari lokasi di sekitar. Kalahkan Tini di sekitar dan dapatkan Tini meat
QUEST_LV_0100_20150317_004632	Give them to Supply Officer	Berikan pada Supply Officer
QUEST_LV_0100_20150317_004633	This will be enough. Give Tini meats to the Supply Officer.	Ini akan cukup. Berikan Tini meat pada Supply Officer.
QUEST_LV_0100_20150317_004634	Supply Officer is grmiacing as he checks the items. Talk to him again.	Supply officer meringis ketika memeriksa item. Bicara padanya lagi.
QUEST_LV_0100_20150317_004635	Collect empty potion jars	Kumpulkan empty potion jar
QUEST_LV_0100_20150317_004636	The Supply Officer is angry and saying that Zigiris stole the empty potion jars. To calm him down, retrieve the empty potion jars that zigiris stole.	Supply officer marah dan berkata bahwa Zigiris mencuri empty potion jar. Untuk menenangkannya, dapatkan empty potion jar yang Zigiris curi.
QUEST_LV_0100_20150317_004637	You have retrieved all the stolen empty potion jars. Give them to the Supply Officer.	Kamu telah mendapatkan semua empty potion jar yang dicuri. Berikan pada Supply Officer.
QUEST_LV_0100_20150317_004638	Obtain %s by defeating Zigris	Mendapatkan %s dengan mengalahkan Zigiris
QUEST_LV_0100_20150317_004639	Obtained an empty potion jar	Mendapatkan sebuah empty potion jar
QUEST_LV_0100_20150317_004640	The Supply Officer is still very angry. Talk to him again.	Supply officer masih marah. Bicara padanya lagi.
QUEST_LV_0100_20150317_004641	Burn Vubbe Flag	Bakar Vubbe Flag
QUEST_LV_0100_20150317_004642	The Supply Officer says the supplies were stolen. Destroy the Vubbe Flag in Vubbe Plunder Base to avenge.	Supply Officer berkata bahwa suplai dicuri. Hancurkan Vubbe flag di Vubbe Plunder Base dan balaskan dendamnya.
QUEST_LV_0100_20150317_004643	Destroyed all Vubbe Flags. Report to the Supply Officer.	Hancurkan semua Vubbe Flag. Lapor ke Supply Officer.
QUEST_LV_0100_20150317_004644	Defeat the monsters nearby	Kalahkan monster di sekitar
QUEST_LV_0100_20150317_004645	Defeat Black Zigiri and Red Puragi	Kalahkan Black Zigiri dan Red Puragi
QUEST_LV_0100_20150317_004646	Awake the Test Instructor Owl	Bangunkan Test Instructor Owl
QUEST_LV_0100_20150317_004647	Awake the Test Instructor Owl	Bangunkan Test Instructor Owl
QUEST_LV_0100_20150317_004648	Talk to the Test Instructor Owl	Bicara pada Test Intructor Owl
QUEST_LV_0100_20150317_004649	Talk to the Test Instructor Owl	Bicara pada Test Intructor Owl
QUEST_LV_0100_20150317_004650	Remnants of Necroventer	Remnants of Necroventer
QUEST_LV_0100_20150317_004651	Talk to the Test Instructor Owl	Bicara pada Test Instructor Owl
QUEST_LV_0100_20150317_004652	Passed the first test	Melewati tes pertama
QUEST_LV_0100_20150317_004653	Pass the first test	Melewati Tes pertama
QUEST_LV_0100_20150317_004654	Defeat the Deadborn of the test	Kalahkan Deadborn sebagai tes
QUEST_LV_0100_20150317_004655	Passed the second test	Melewati tes kedua
QUEST_LV_0100_20150317_004656	Pass the second test	Melewati tes kedua
QUEST_LV_0100_20150317_004657	Defeat the Sequoia of the test	Kalahkan Sequoia sebagai tes
QUEST_LV_0100_20150317_004658	Passed the third test	Melewati tes ketiga
QUEST_LV_0100_20150317_004659	Pass the third test	Melewati tes ketiga
QUEST_LV_0100_20150317_004660	Destroy the Goddess Statue of Test	Kalahkan Statue of Goddess sebagai tes
QUEST_LV_0100_20150317_004661	Use the key	Gunakan key
QUEST_LV_0100_20150317_004662	Use the key to open the way to Thorn Forest	Gunakan key untuk membuka jalan ke Thorn Forest
QUEST_LV_0100_20150317_004663	Move to Thorn Forest	Pindah ke Thorn Forest
QUEST_LV_0100_20150317_004664	Hanaming suddenly appeared	Hanaming tiba-tiba muncul
QUEST_LV_0100_20150317_004665	Hanaming's appearance	Kemunculan Hanaming
QUEST_LV_0100_20150317_004666	Defeat the herd of Hanamings that are rushing in	Kalahkan sekumpulan Hanaming yang masuk.
QUEST_LV_0100_20150317_004667	Defeat the Hanamings and go back to Knight Titas	Kalahkan Hanaming dan kembali ke Knight Titas.
QUEST_LV_0100_20150317_004668	Listen to the Healer Lady's request	Bantu Healer Lady
QUEST_LV_0100_20150317_004669	Seems like there is still work to be done. Talk to the Healer Lady again.	Sepertinya tugas belum selesai. Bicara pada Healer Lady lagi.
QUEST_LV_0100_20150317_004670	Defeat Chafer	Kalahkan Chafer
QUEST_LV_0100_20150317_004671	Chafer suddenly appeared on your way back to the village. Defeat it so that the villagers can return safely.	Chafer tiba-tiba muncul di perjalanan kembali ke village. Kalahkan dia sehingga penduduk bisa kembali dengan aman.
QUEST_LV_0100_20150317_004672	Inform the results to the Healer Lady	Beritahu hasilnya pada Healer Lady
QUEST_LV_0100_20150317_004673	Inform the Healer Lady that you drove out Chafer.	Beritahu Healer Lady bahwa kamu mengalahkan Chafer.
QUEST_LV_0100_20150317_004674	Defeat Chafer that is blocking the way	Kalahkan Chafer yang memblokir jalanan
QUEST_LV_0100_20150317_004675	Mushcaria suddenly appeared	Mushcaria tiba-tiba muncul
QUEST_LV_0100_20150317_004676	Defeat Mushcaria	Kalahkan Mushcaria
QUEST_LV_0100_20150317_004677	Defeat Mushcaria	Kalahkan Mushcaria
QUEST_LV_0100_20150317_004678	Learn how to earn skills from the Search Scout.	Belajar cara mendapatkan skill dari Search Scout.
QUEST_LV_0100_20150317_004679	Learn how to earn skills from{nl} the Search Scout.	Belajar cara mendapatkan skill dari {nl} Search Scout.
QUEST_LV_0100_20150317_004680	key to open the Skill window and learn skills. Try learning a skill.	Tekan key bersangkutan untuk membuka skill window untuk mempelajari skill. Pelajari sebuah skill.
QUEST_LV_0100_20150317_004681	You have successfully learned a new skill. Talk to the Soldier again	Kamu telah berhasil mempelajari sebuah skill baru. Bicara kembali pada Soldier.
QUEST_LV_0100_20150317_004682	Talk to the Guardian's Stone Statue	Bicara pada Guardian's Stone Statue
QUEST_LV_0100_20150317_004683	Defeat the corrupted Guardian	Kalahkan Corrupted Guardian
QUEST_LV_0100_20150317_004684	A few Guardians have been already corrupted due to the vicious energy that pervaded due to the flow of the magic. Destroy the corrupted Guardians.	Beberapa guardian telah tercemar karena energi jahat yang muncul dari gelombang magic. Hancurkan corrupted Guardian.
QUEST_LV_0100_20150317_004685	Eliminated the corrupted Guardians. Talk to the Guardian's Stone Statue.	Corrupted Guardian telah dimusnahkan. Bicara pada Guardian's Stone Statue.
QUEST_LV_0100_20150317_004686	Defeat Corrupted Vikaras Mage	Kalahkan Corrupted Vikaras Mage
QUEST_LV_0100_20150317_004687	Collect the condensed magic source	Kumpulkan condensed magic source
QUEST_LV_0100_20150317_004688	The Guardian's Stone Statue told you that you should defeat sleeping Guardians using condensed magic before they wake up. Collect the condensed magic.	Guardian's Stone Statue memberitahumu bahwa kamu harus mengalahkan sleeping Guardian menggunakan condensed magic source sebelum mereka bangun. Kumpulkan condensed magic source.
QUEST_LV_0100_20150317_004689	You collected enough. Return to the Guardian's Stone Statue.	Kamu telah cukup mengumpulkannya. Kembali ke Guardian's Stone Statue.
QUEST_LV_0100_20150317_004690	You have collected the condensed magic used to destroy the corrupted Guardians that are sleeping. Talk to the Guardian's Stone Statue.	Kamu telah mengumpulkan condensed magic source untuk menghancurkan corrupted Guardians yang tertidur. Bicara pada Guardian's Stone Statue.
QUEST_LV_0100_20150317_004691	Use the condensed magic source to the Guardians that are in sleep	Gunakan condensed magic source pada Guardian yang sedang tidur.
