ITEM_20150317_000001	Empty_helmet	없음_helmet	Empty_Helmet
ITEM_20150317_002320	Dandel Crystal	단델의 결정	Dandel Crystal 
ITEM_20150317_002321	This crystal formation found inside the plant comes from the solidification of its sap. {nl}Obtained from Dandels.	식물의 채내에서 수액이 굳으며 생성된 결정입니다. 단델에게서 획득합니다.	Pola kristal dapat terlihat dari endapan getah tanaman. Didapat dari Dandel.
ITEM_20150317_002322	Bagworm Poison	누덕고치의 독액	Bagworm Poison 
ITEM_20150317_002323	Not suitable for drinking! {nl}Obtained from Bagworms.	함부로 마시지 마십시오. 누덕고치에게서 획득합니다.	Jangan diminum! Didapat dari Bagworm.
ITEM_20150317_002324	Broadhead Arrow	브로드헤드 애로우	Broadhead Arrow
ITEM_20150317_002325	An arrowhead used for hunting. It has a broad edge to assist in hunting.	사냥에 사용되는 화살입니다. 화살촉의 폭이 넓은 것이 특징입니다.	Sebuah mata panah yang digunakan untuk berburu. Memiliki ujung yang lebar dan tajam.
ITEM_20150317_002326	Bodkin Point Arrow	보드킨포인트 애로우	Bodkin Point Arrow
ITEM_20150317_002327	A very narrow, pointy arrowhead optimized for armor piercing.	끝이 매우 뾰족하게 만들어 갑옷을 관통하는데 특화시킨 화살입니다.	Mata panah yang sangat tipis dan tajam, bagus digunakan untuk Armor Piercing.
ITEM_20150317_002328	Hail Mary Arrow	헤일매리 애로우	Hail Mary Arrow
ITEM_20150317_002329	An arrowhead designed to carry payload of explosives.	화살에 폭약을 매달아 폭발시키는 화살입니다.	Sebuah mata panah yang dapat diisi peledak.
ITEM_20150317_002330	Wendigo Fang	웬디고 송곳니	Wendigo Fang
ITEM_20150317_002331	An intact Wendigo Fang that can fetch a great price. {nl}Obtained from Wendigos.	온전한 상태의 송곳니는 상당한 값어치가 나갑니다. 웬디고에게서 획득합니다.	Ini berharga cukup mahal bila kondisinya bagus. Didapat dari Wendigo.
ITEM_20150317_002332	Gold Bar	금괴	Gold Bar
ITEM_20150317_002333	A bar of gold. It is obviously worth a lot.	금을 녹여 주괴 형태로 만든 것입니다. 물론 그 값어치는 상당합니다.	Sebatang emas. Tentu saja, harganya mahal.
ITEM_20150317_002334	Mercury	수은	Mercury
ITEM_20150317_002335	A strange gemstone sometimes found in monsters. Attracted by its mysterious color, many collectors seek this gem.	몬스터들에게서 발견되는 정체불명의 보석입니다. 신비로운 빛깔로 인해 수집가들이 많이 찾고있습니다.	Gemstone aneh yang ditemukan dari Monster. Banyak kolektor yang mengincarnya, karena warnanya yang misterius.
ITEM_20150317_002336	Kepa Skin	케파의 껍질	Kepa Skin
ITEM_20150317_002337	Advanced Materials	고급 재료	Advanced materials
ITEM_20150317_002338	Kepa Crystal	케파의 결정	Kepa Crystal
ITEM_20150317_002339	Rare Materials	희귀 재료	Rare materials
ITEM_20150317_002340	Leaf Bug Feeler	잎방개의 더듬이	Feelers of Leaf Bug
ITEM_20150317_002341	Shiny Skin	빛나는 껍질	Shiny Skin
ITEM_20150317_002342	Hanaming Aroma	하나밍 아로마	Hanaming Aroma
ITEM_20150317_002343	Hanaming Crystal	하나밍의 결정	Hanaming Crystal 
ITEM_20150317_002344	Chinency Root	치넨시 뿌리	Chinency Root
ITEM_20150317_002345	Infro Rocktor Bones	인프로락터의 뼈	Infro Rocktor Bones
ITEM_20150317_002346	It's not only the shell that's sturdy, but also the insides. {nl}Obtained from Infro Rocktors.	껍질만 단단한 것이 아닙니다. 속도 튼튼합니다. 인프로락터에게서 획득합니다.	Ini bukan hanya cangkangnya yang kokoh, tetapi bagian dalamnya juga. Didapatkan dari Infro Rocktors.
ITEM_20150317_002347	Talt	탈트	Talt
ITEM_20150317_002348	A strange gemstone sometimes found in monsters. Attracted by its mysterious color, many collectors seek this gem. One curious amasser reported the stone to have a very salty taste.	몬스터들에게서 발견되는 정체불명의 보석입니다. 신비로운 빛깔로인해 수집가들이 많이 찾고있습니다.	Gemstone aneh yang ditemukan dari Monster. Banyak kolektor yang mengincarnya, karena warnanya yang misterius.
ITEM_20150317_002349	Chupacabra Skin	츄파카브라 가죽	Chupacabra Skin
ITEM_20150317_002350	Chupacabra Eyeball	츄파카브라 눈알	Chupacabra Eyeball
ITEM_20150317_002351	Popolion Bones	포포리온의 뼈	Bone of Popolion
ITEM_20150317_002352	Popolion Leaf	포포리온 꽃잎	Popolion Leaf
ITEM_20150317_002353	Weaver Skin	위버의 껍질	Skin of Weaver
ITEM_20150317_002354	Weaver Venom	위버 독액	Weaver Venom
ITEM_20150317_002355	Pokubu Meat	포쿠부 고기	Pokubu Meat
ITEM_20150317_002356	Pokubu Horn	포쿠부의 뿔	Pokubu Horn  
ITEM_20150317_002357	Discolored Leaf	변색된 잎	Discolored Leaf
ITEM_20150317_002358	Jukopus Rope	유코푸스 밧줄	Jukopus Rope
ITEM_20150317_002359	Red Kepa Stem	붉은 케파의 줄기	Red Kepa Stem
ITEM_20150317_002360	Vubbe Spear Head	부베 창끝	Vubbe Spear Head 
ITEM_20150317_002361	Vubbe Blood	부베의 피	Vubbe Blood 
ITEM_20150317_002362	Vubbe's blood is green. {nl}Obtained from Vubbes.	부베들은 녹색 피를 가지고 있습니다. 부베에게서 획득합니다.	Vubbe memiliki darah berwarna hijau. Didapat dari Vubbe.
ITEM_20150317_002363	Raflower Root	라플라워 뿌리	Raflower Root
ITEM_20150317_002364	Raflower Crystal	라플라워의 결정	Raflower Crystal 
ITEM_20150317_002365	Stone Orca Piece	스톤오르카 조각	Stone Orca Piece
ITEM_20150317_002366	Bat Tooth	박쥐 이빨	Bat Tooth
ITEM_20150317_002367	Bats use their teeth to suck blood from their target. {nl}Obtained from Bats.	박쥐들은 이 이빨을 사용해 피를 빨아먹기도 합니다. 박쥐에게서 획득합니다.	Bat menghisap darah dengan gigi ini. Didapat dari Bat.
ITEM_20150317_002368	Shredded Piece of Cloth	쉬레디드의 천조각	Shredded Piece of Cloth 
ITEM_20150317_002369	An old piece of cloth. {nl}Obtained from Shreddeds.	낡은 천조각입니다. 쉬레디드에게서 획득합니다.	Sehelai kain tua. Didapat dari Shredded
ITEM_20150317_002370	Shredded Spirit Matter	쉬레디드의 사념체	Shredded Spirit Matter 
ITEM_20150317_002371	A physical manifestation of a strong spirit. You might become possessed if you handle it without a safety device. {nl}Obtained from Shreddeds.	영혼의 강한 사념이 물질화된 형태입니다. 안전장치 없이 손을 댈 경우 사념에 사로잡힐 수도 있습니다. 쉬레디드에게서 획득합니다.	Wujud fisik dari jiwa yang kuat. Kamu dapat dirasuki bila tidak menggunakan alat yang aman. Didapat dari Shredded.
ITEM_20150317_002372	Yekubite Tooth	예큐바이트 이빨	Yekubite Tooth
ITEM_20150317_002373	A tooth that has developed to crush meat. {nl}Obtained from Yekubites.	고기를 분쇄하는 쪽으로 발달된 이빨입니다. 예큐바이트에게서 획득합니다.	Gigi yang berkembang untuk menghancurkan daging. Bisa didapat dari Yekubite.
ITEM_20150317_002374	Yekubite Crystal	예큐바이트 수정	Yekubite Crystal 
ITEM_20150317_002375	A crystal that only grows on the tail of a Yekubite. It grows in size as its host matures. {nl}Obtained from Yekubites.	예큐바이트의 꼬리에서만 자라나는 수정입니다. 어른으로 자라날수록 수정도 커진다고 합니다. 예큐바이트에게서 획득합니다.	Crystal yang tumbuh pada ekor dari Yekubite. Semakin dewasa ia, maka semakin besar juga Crystal itu. Bisa didapat dari Yekyubite
ITEM_20150317_002376	Crystal Spider Shell	수정거미 껍질	Crystal Spider Shell 
ITEM_20150317_002377	Crystal Spider Crystal	수정거미 수정	Crystal Spider Crystal 
ITEM_20150317_002378	If you're blinded by the crystals, you won't notice the monster lurking beneath. {nl}Obtained from Crystal Spiders.	수정에 눈이 멀면 그 아래에 있는 몬스터를 알아차리지 못합니다. 수정거미에게서 획득합니다.	Bila kamu dibutakan oleh Crystals, kamu tidak akan sadar ada monster di bawahmu. Didapat dari Crystal Spider.
ITEM_20150317_002379	Vubbe Fighter Blood	부베 투사의 피	Vubbe Fighter Blood 
ITEM_20150317_002380	Vubbe blood that is thicker and more viscous than normal. {nl}Obtained from Vubbe Fighters.	다른 부베들의 것보다 더 진하고 점성이 강한 피입니다. 부베 투사에게서 획득합니다.	Vubbe Blood yang lebih tebal dan kental dari darah biasa . Didapat dari Vubbe Fighter.
ITEM_20150317_002381	Zignuts Fruit	지그너츠 열매	Zignuts Fruit
ITEM_20150317_002382	Zignuts Seed	지그너츠 씨앗	Zignuts Seed
ITEM_20150317_002383	Panto Leaf Decoration	판토 잎 모양 장식	Panto Leaf Decoration
ITEM_20150317_002384	Hummingbird Wing	허밍버드의 날개	Wing of Humming Bird
ITEM_20150317_002385	A wing that has the shape of a flower petal. {nl}Obtained from Hummingbirds.	꽃잎 모양을 닮아있는 날개입니다. 허밍버드에게서 획득합니다.	Sebuah sayap yang berbentuk daun bunga. Didapat dari Hummingbird.
ITEM_20150317_002386	Hummingbird Feeler	허밍버드 더듬이	Humming Bird Feelers
ITEM_20150317_002387	Hummingbird Wing Power	허밍버드 날개 가루	Humming Bird Wing Power
ITEM_20150317_002388	Leafly Wing	리플라이 날개	Leafly Wing
ITEM_20150317_002389	Always be careful with the wings of an insect. {nl}Obtained from Leaflies.	언제나 곤충의 날개는 조심해서 다뤄야합니다. 리플라이에게서 획득합니다.	Selalu berhati - hatilah dengan sayap serangga. Didapat dari Leafly.
ITEM_20150317_002390	Leafly Feeler	리플라이 더듬이	Leafly Feelers
ITEM_20150317_002391	Leafly Egg	리플라이 알	Leafly Egg
ITEM_20150317_002392	Seedmia Seed	씨드미아 씨앗	Seedmia Seed
ITEM_20150317_002393	What is it like to grow a Seedmia? {nl}Obtained from Seedmias.	씨드미아를 키워보시는 건 어떨까요? 씨드미아에게서 획득합니다.	Apa yang terpikir saat ingin menumbuhkan Seedmia? Didapat dari Seedmia.
ITEM_20150317_002394	Seedmia Pollen	씨드미아 꽃가루	Seedmia Pollen
ITEM_20150317_002395	Drake Epaulet	드레이크 견장	Drake Epaulet
ITEM_20150317_002396	Firent Skin	피렌트 껍질	Firent Skin
ITEM_20150317_002397	It looks similar to a normal tree. {nl}Obtained from Firents.	보통 나무 껍질과 다를게 없어보입니다. 피렌트에게서 획득합니다.	Itu terlihat mirip dengan pohon biasa. Didapat dari Firent.
ITEM_20150317_002398	Broken Panto Sword	부러진 판토 소드	Broken Panto Sword
ITEM_20150317_002399	It might be usable if repaired. {nl}Obtained from Panto Fighters.	부러졌지만 다시 고쳐 쓸 수 있을지도 모릅니다. 판토 전사에게서 획득합니다.	Dapat digunakan kembali setelah diperbaiki. Didapat dari Panto Fighter.
ITEM_20150317_002400	Panto Hoof	판토 발굽	Panto Hoof
ITEM_20150317_002401	Panto Shaman Wand Decoration	판토 주술사 지팡이 장식	Panto Shaman Wand Decoration
ITEM_20150317_002402	Mallardu Meat	말라두의 고기	Meat of Mallardu
ITEM_20150317_002403	A good source of protein. {nl}Obtained from Mallardus.	이것은 좋은 단백질 공급원입니다. 말라두에게서 획득합니다.	Sumber protein yang bagus. Didapat dari Mallardu.
ITEM_20150317_002404	Mallardu Feather	말라두 깃털	Mallardu Feather
ITEM_20150317_002405	Mallardu Beak	말라두의 부리	Beak of Mallardu
ITEM_20150317_002406	Violet Flower	비올렛 꽃	Flower of Violet
ITEM_20150317_002407	Violet Crystal	비올렛의 결정	Crystal of Violet
ITEM_20150317_002408	Obtained from Yognomes.	요노움에게서 획득할 수 있습니다.	Didapat dari Yognome.
ITEM_20150317_002409	Yognome Fragment	요노움의 파편	Fragment of Yognome
ITEM_20150317_002410	Obtained from Egnomes.	이노움에게서 획득할 수 있습니다.	Didapat dari Egnome.
ITEM_20150317_002411	Egnome Fragment	이노움의 파편	Fragment of Egnome
ITEM_20150317_002412	A piece of metal haunted by an evil energy. {nl}Obtained from Egnomes.	마기가 깃들어있는 금속파편입니다. 이노움에게서 획득합니다.	Potongan besi yang berisikan Evil Spirit.
ITEM_20150317_002413	Rodelin Wing	로델린의 날개	Wing of Rodelin 
ITEM_20150317_002414	Rodelin Cloth Piece	로델린의 옷조각	Cloth Piece of Rodelin 
ITEM_20150317_002415	Pawnd Hair	폰드의 머리카락	Hair of Halirpawnd 
ITEM_20150317_002416	Pawnd Bow	폰드 활대	Pawnd Cross Stick 
ITEM_20150317_002417	Pawndel Hair	폰델의 머리카락	Hair of Pawndel
ITEM_20150317_002418	Pawndel Shaft	폰델 샤프트	Pawndel's Shaft 
ITEM_20150317_002419	Because the metal is crafted by magic, it usually disintegrates when the monster dies. Very rarely will it stay intact. {nl}Obtained from Pawndels.	마력으로 만들어진 금속이라 몬스터가 죽을 때 같이 사라져버리지만 드물게 남아있는 경우가 있다고합니다. 폰델에게 획득합니다.	Karena metal itu dibuat dengan magic, biasanya akan hancur ketika monster mati. Sangat jarang itu tetap utuh. Didapatkan dari Pawndel.
ITEM_20150317_002420	Galok Leather	갈록 가죽	Galok Leather 
ITEM_20150317_002421	The leather of a very strong demon that has very high durability. {nl}Obtained from Galoks.	강력한 마족의 가죽은 매우 강한 내구성을 자랑합니다. 갈록에게서 획득합니다.	Kulit dari Demon yang sangat kuat. Didapat dari Galok.
ITEM_20150317_002422	Galok Claw	갈록의 클로	Galok Claw 
ITEM_20150317_002423	Glizardon Bones	글리자돈의 뼈	Bone of Glizardon 
ITEM_20150317_002424	You need to face great danger to obtain this. {nl}Obtained from Glizardons.	이것을 얻기위해서는 큰 위험과 맞서야합니다. 글리자돈에게서 획득합니다.	Sangat sulit dan penuh rintangan untuk mendapatkannya. Didapat dari Glizardon.
ITEM_20150317_002425	Glizardon Heart	글리자돈의 심장	Heart of Glizardon 
ITEM_20150317_002426	This heart is blessed with a great life force, but cursed with a powerful evil energy. {nl}Obtained from Glizardons.	이 심장에는 강인한 생명력만큼 강한 마기가 깃들어져 있습니다. 글리자돈에게서 획득합니다.	Berisikan jiwa Devil yang sangat kuat. Didapat dari Glizardon.
ITEM_20150317_002427	Glizardon Tail	글리자돈의 꼬리	Tail of Glizardon 
ITEM_20150317_002428	Pure Crystal	퓨어 크리스탈	Pure Crystal 
ITEM_20150317_002429	A gemstone carried by many powerful monsters in the Crystal Mine. {nl}Obtained from Carapace and Specter Monarch.	수정광산 내의 강력한 몬스터들이 지니고 있는 보석입니다. 광산 안의 캐러페이스, 스펙터 군주에게서 획득합니다.	Permata yang dimiliki oleh Monster di Crystal Mine. Didapat dari Specter Master dan Carapace dari Mine.
ITEM_20150317_002430	Firewood	장작	Firewood 
ITEM_20150317_002431	Used to start a campfire. You can start a campfire while sitting.	모닥불을 피울때 사용됩니다. 모닥불은 앉은 상태에서 피울 수 있습니다.	Digunakan untuk membuat api unggun. Api unggun hanya tersedia saat kamu sedang duduk.
ITEM_20150317_002432	Lapas Resin	라파스 수지	Lapas Resin 
ITEM_20150317_002433	Judas Crystal	주다스 결정	Judas Crystal 
ITEM_20150317_002434	Seed Oil	시드 오일	Seed Oil 
ITEM_20150317_002435	Maize Spore Pocket	마이즈 포자 주머니	Maize Spore Pocket 
ITEM_20150317_002436	If you're not careful, the pocket may burst and the spores will fly out. {nl}Obtained from Maizes.	조심하지 않으면 주머니가 터져 포자가 흩날릴 수도 있습니다. 마이즈에게서 획득합니다.	Bila tidak berhati - hati, spore-nya akan menyebar. Didapat dari Maize.
