QUEST_UNUSED_20150317_000001	A ha, you're on your way to see Master Pardoner. I wish you luck.	아하, 파드너 마스터에게로 가는 길이로군. 무운을 빕지요.	Oh, sedang menuju ke Master Pardoner. Semoga beruntung.
QUEST_UNUSED_20151116_000846	I don't know how strong you are, but...{nl}I am going to stay here. If you are gonna go, go alone.{nl}	얼마나 강하길래 그렇게 위험한 짓을 하려는지 모르겠지만..{nl}난 여기있을래요. 가려거든 혼자 가세요.{nl}	Entah seberapa kuatnya dia, sampai berani melakukan tindakan berbahaya seperti itu..{nl}Aku akan berada disini. Jika ingin pergi, maka pergilah sendiri.{nl}
QUEST_UNUSED_20151116_000847	I was being chased by the demons and ran upto here.{nl}I don't want to see any more troubles.	난 마족에게 쫓겨 캐슬부터 여기까지 도망쳤다고요.{nl}더 이상 험한 꼴은 이젠 싫어요.	Aku dikejar oleh Demon, sehingga melarikan diri dari Castile hingga kesini.{nl} Sekarang aku sungguh benci situasi sulit.
QUEST_UNUSED_20151116_000848	There were no demons and only other monsters?{nl}Oh, I'm glad...{nl}	마족은 없고 다른 몬스터만 있었다고요?{nl}그나마 다행이군요.{nl}	Tidak ada demon, hanya ada monster saja katamua?{nl} Walau begitu sungguh untung ya.{nl}
QUEST_UNUSED_20151116_000849	Even so, you don't look like you are hurt... it seems that you are stronger than I expected.{nl}I see you differently now.	그렇다고 해도 다친 곳도 없어보이고.. 보기보다 강한 모양이네요.{nl}다시 봤어요.	Walaupun begitu, tidak terlihat terluka ya.. Dibandingkan penampilanmu kamu termasuk kuat rupanya.
QUEST_UNUSED_20151116_000850	Please come back to me when you fix the detector.{nl}I have something to tell you.	계시자님께서 석화 탐지기를 고치시고 나면, 제게 꼭 다시 들러 주세요.{nl}꼭 드리고 싶은 이야기가 있거든요.	Jika kamu telah memperbaiki Petrification Frost Detector, tolong kembalilah lagi padaku.{nl} Ada cerita yang ingin aku sampaikan.
QUEST_UNUSED_20151116_000851	I've already gave up on one salvation and I couldn't do anything on Medzio Diena.{nl}However, even so, I can't give up everything.{nl}	이미 한 번 구원을 포기했고, 신수의 날엔 아무것도 할 수 없었어요.{nl}하지만 그렇다고 해서 전부 포기할 순 없어요.{nl}	Telah menyerah pada keselamatan satu kali, pada kejadian Medzio Diena tidak dapat{nl} melakukan apapun. Tetapi walaupun begitu, tidak dapat menyerahkan segalanya.{nl}
QUEST_UNUSED_20151116_000852	I am going to guide each and every one of you with sincerity.{nl}I hope the road ahead of you is full of blessings.	정성을 다해 한 분씩 전부 인도할 겁니다.{nl}계시자님의 앞길에 여신의 은총이 가득하길.	Aku akan mengarahkan satu persatu dengan mengerjakannya dengan sepenuh hati.{nl} Semoga perjalanan kamu selanjutnya selalu dilindungi oleh kekuatan Goddess.
QUEST_UNUSED_20151116_000853	It doesn't matter anymore.{nl}I just want to take a break...	움직이지도, 떠나지도 못하는 몸 따위 어찌 된들 무슨 상관인가.{nl}그저 쉬고 싶을 뿐..	Tiada gunanya bagi tubuh seperti ini yang tidak dapat bergerak dan pergi.{nl} Hanya istirahat yang diinginkan..
QUEST_UNUSED_20151116_000854	[Ordeal of Cleros]	[클레로스의 고난]	[Chelorose's Suffering]
QUEST_UNUSED_20151116_000855	[The death of Cleros]	[클레로스의 최후]	[Chleorose's End]
QUEST_UNUSED_20151116_000856	The sun of gold ray, the moon of silver ray and the land of bronze ray.{nl}What is your number.{nl}	금빛의 태양과 은빛의 달, 동빛의 땅.{nl}그대의 숫자는 무엇인가.{nl}	Matahari yang bercahaya emas dan Bulan yang bercahaya perak.{nl} Apakah angka yang kamu miliki.{nl}
QUEST_UNUSED_20151116_000857	It seems you don't know anything about our merchants.{nl}	도무지 우리 상단에 대해 모르겠다는 표정이군.{nl}	Entah kenapa ekspresimu sepertinya tidak mengetahui tentang committee kami.{nl}
QUEST_UNUSED_20151116_000858	Hmm, have you ever seen the Great Cathedral or Mage Tower before?{nl}Or something like the gigantic Goddess Statue of Fedimian?{nl}	흠. 혹시 대성당이라던가 마법사의 탑을 본 적이 있나?{nl}아니면 페디미안의 거대 여신상 같은 것 말이다.{nl}	Hmm. Pernahkah kamu melihat Mage Tower atau Big Cathedral?{nl} Kalau tidak seperti Giant Goddess Statue di Fermidian.{nl}
QUEST_UNUSED_20151116_000859	Do you think a large construction like that can be completed by one individual?{nl}Of course not. It's hard to supply such materials even if the kingdom comes first.	그렇게 큰 공사를 일개 개인이 할 수 있을 것 같나?{nl}물론 아니지. 왕국이 나서더라도 그런 엄청난 자재들을 대는 건 힘들껄?{nl}	Pekerjaan konstruksi sebesar itu, apakah sepertinya bisa dilakukan oleh seorang diri?{nl}Tentu saja tidak. Terlepas dari kerajaan, kurasa sulit untuk mencari material yang sebanyak itu?{nl}
QUEST_UNUSED_20151116_000860	We are the merchants that supplied materials to the historic construction.{nl}Do you understand now?{nl}	우리가 바로 그 역사적인 대공사의 자재를 공급해 온 유서 깊은 상단이시다. {nl}라는 말씀이지. 이제 좀 알 것 같나?{nl}	Kami adalah Merchant Alliance yang sejak lama mensupply material konstruksi besar dan bersejarah. {nl} Apakah kau sekarang telah mengerti?{nl}
QUEST_UNUSED_20151116_000861	We helped for the completion of it.{nl}The objective of our merchants is the will of the goddesses.{nl}	역사를 뒤에서 보좌해왔다고나 할 수 있지.{nl}우리 상단의 목표 자체가 전부 여신의 뜻이라는 거야.{nl}	Bisa dikatakan telah mendukung terjadinya sejarah dari belakang kan.{nl} Tujuan dari Merchant Alliance ini adalah semua atas kehendak Goddess.{nl}
QUEST_UNUSED_20151116_000862	Ah, I am in charge of newcomers of Kedoran Merchant Alliance.{nl}We've received severe damages on Medzio Diena so even the newcomers are trying their best to restore the place.{nl}	아, 난 우리 케도라 상단의 신입 단원 관리를 맡고 있네.{nl}신수의 날에 막대한 피해를 입어서 신입들까지 동원해가며 피해를 복구하고 있지.{nl}	Ah, Aku bertugas mengatur member baru dari Merchant Alliance.{nl} Karena ketika hari Medzio Diena telah terjadi kerusakan yang sangat parah, saat ini kami sampai menggerakan seluruh member baru dan melakukan restorasi kerusakan.{nl}
QUEST_UNUSED_20151116_000863	We are in a trouble.{nl}We have to put up a notice board, but we're just too busy.{nl}	정말 큰일이에요.{nl}알림판을 세워야 하는데 몸이 두세 개라도 모자랄 지경이에요.{nl}	Sungguh masalah besar.{nl}Padahal harus memasang papan pengumuman, tetapi kami kekurangan orang disini.{nl}
QUEST_UNUSED_20151116_000864	The Kedoran Merchant Alliance act harsh on newcomers.{nl}Especially Leopoldas, he's really scary... He wants me to do this alone.	저희 케도라 상단은 신입들에겐 정말 가차없거든요.{nl}특히 레오폴다스님은 어찌나 무서운지.. 꼭 혼자서 이걸 다 해내라 하시네요.	Kami Kedora Merchant Alliance sungguh tidak ada rasa ampun kepada para anggota baru.{nl} Terutama tuan Leopoldas, entah kenapa sungguh menakutkan.. Ia selalu berkata untuk melakukan segalanya sendirian.
QUEST_UNUSED_20151116_000865	If that's so, can you place this notice board on Kluibe Road?{nl}Edita, our leader, is excavating this sacred object.{nl}	그렇다면 크뤼베 가도쪽에 이 알림판을 세워 주시겠어요?{nl}에디타 조장님이 성물을 발굴하고 계시거든요. {nl}	Kalau begitu maukah kamu memasang papan pemberitahuan ini di Kluibe Road?{nl} Edita Team Leader sedang menggali relic loh. {nl}
QUEST_UNUSED_20151116_000866	I am counting on you to do this secretly without being detected by Leopoldas.{nl}I have to go somewhere.	레오폴다스님께 들키지 않게 몰래 부탁드릴게요.{nl}저는 또 다른 곳에 가 봐야 해서요.	Aku meminta diam-diam agar tidak ketahuan oleh tuan Leopoldas.{nl} Karena saya harus pergi ke tempat lainnya.
QUEST_UNUSED_20151116_000867	I am counting on you to do this secretly without being detected by Leopoldas.{nl}For sure.	레오폴다스님께 들키지 않도록 잘 부탁드려요.{nl}꼭이요.	Mohon bantuannya supaya tidak ketahuan oleh tuan Leopoldas.{nl} Tolong ya.
QUEST_UNUSED_20151116_000868	I am helping the Revelators who have just started their journeys from the Kedoran Merchant Alliance.{nl}If you don't mind, can you help us?	전 케도라 상단에서 갓 모험을 시작하는 계시자들을 돕고 있어요.{nl}괜찮으시다면 저희 일을 도와주시겠어요?{nl}	Aku dari Kedora Merchant Alliance sedang membantu para Savior yang baru memulai petualangan.{nl} Jika boleh maukah kamu membantu pekerjaan kami?{nl}
QUEST_UNUSED_20151116_000869	It's not that difficult.{nl}You just have to pass the blessing which is needed for their journeys.	별로 어려운 일은 아니에요.{nl}모험에 필요한 좋은 축복을 그 분들께 내려드리면 되는 거예요.	Bukan hal yang terlalu sulit.{nl} Cukup dengan memberikan berkat kepada mereka yang membuthukannya pada petualangan.
QUEST_UNUSED_20151116_000870	Thank you.{nl}Then, I will tell you how you can do it.{nl}	도와주신다니 감사합니다.{nl}그럼 방법을 알려드릴게요.{nl}	Terima kasih karena bermaksud untuk membantu.{nl} Kalau begitu kuberitahukan caranya.{nl}
QUEST_UNUSED_20151116_000871	Please look for the Revelators who have started their journeys around Orsha or Klaipeda.{nl}When you use this scroll on them, they will receive a helpful blessing for their journeys.	오르샤나 클라페다 주변에서 이제 막 모험을 시작하신 계시자님을 찾아주세요.{nl}그 분에게 이 스크롤을 사용하면 모험에 필요한 축복이 내려질 거예요.{nl}	Tolong temukan para Savior yang baru memulai petualangan sekarang di sekitar Orsha atau Klaipeda.{nl} Jika menggunakan Scrool ini pada mereka, maka kau bisa memberikan berkat yang dibutuhkan mereka pada petualangan.{nl}
QUEST_UNUSED_20151116_000872	Ah, it won't be effective to ones who have already been blessed, so please keep that in mind.	참, 이미 축복이 내려진 분에겐 소용 없으니 꼭 알아두세요.	Ah, Cobalah mencari tahu dahulu, karena tidak ada gunanya memberikan berkat pada mereka yang telah mendapatkannya.
QUEST_UNUSED_20151116_000873	We can't just rely on the goddess.{nl}We should do it ourselves in order to reduce the burden on the goddesses.	여신께만 의지할 순 없는 일이지요.{nl}요즘같은 때에 저희라도 나서야 여신께서도 짐을 덜 수 있지 않겠습니까.	Hal itu adalah bukan sesuatu yang ditujukan kepada Goddess saja.{nl} Belakangan ini kami pun harus muncul langsung, untuk mengurangi beban Goddess kan.
QUEST_UNUSED_20151116_000874	We, Kedoran Merchant Alliance helped the goddesses secretly until now.{nl}But, since the world turned into a chaos, we are going to help her actively.	저희 케도라 상단은 여태껏 음지에서만 여신을 도와왔지요.{nl}세상이 이렇게 된 지금은 적극적으로 나설 생각인가봐요.	Kami Kedora Merchant Alliance telah membantu Goddess dari belakang dengan sepenuh hati.{nl} Sekarang kami sedang berpikir untuk muncul secara aktif pada dunia yang berubah seperti ini ya.
QUEST_UNUSED_20151116_000875	We are in trouble...{nl}There are so many things to retrieve, but I don't know what people are doing.	이것 참 큰일이네..{nl}회수해야 할 건 산더미 같은데 회수조는 도대체 어디서 뭘 하고 있담?	Wah ini sungguh masalah besar ya..{nl} Hal yang harus diambil kembali ada setumpuk gunung, entah apa yang sedang dilakukan oleh tim pengambil?
QUEST_UNUSED_20151116_000876	Ah, so Leopoldas sent you here?{nl}Finally, it seems he has stopped being so stubborn.{nl}	아, 레오폴다스 아저씨께서 보내서 오셨다고요?{nl}드디어 아저씨께서도 고집을 굽히셨나 보네요.{nl}	Ah, Kau datang karena paman Leopoldas mengirimmu rupanya?{nl} Akhirnya paman itu mulai mengurangi sifat keras kepalanya ya.{nl}
QUEST_UNUSED_20151116_000877	A long time ago, I was sending the sacred objects to Fedimian.{nl}But, I didn't realise it was on Medzio Diena.{nl}	아주 예전에, 페디미안으로 보내야 할 성물들을 보내고 있던 중이였죠.{nl}하지만 꿈에도 몰랐어요. 하필 그 날이 신수의 날일 줄 누가 알았겠어요?{nl}	Dahulu kala sekali, Ketika sedang mengirimkan benda-benda relic ke Fermidian.{nl} tetapi entah mimpi atau bukan. Siapa yang tahu bahwa hari itu adalah hari Medzio Diena kan?{nl}
QUEST_UNUSED_20151116_000878	It was such a mess.{nl}They took care of urgent matters in other regions and they now came out to retrieve the sacred objects.{nl}	여기저기 뒤집어지고 진짜 난리도 아니었어요.{nl}일단 다른 지역의 급한 것부터 처리하고 이제서야 성물 회수에 나선 거죠.{nl}	Sungguh waktu itu terjadi kekacauan sangat besar bukan main.{nl} Pertama-tama bereskanlah mulai dari area yang mendesak, lalu sekarang harus keluar mengambil relic kan.{nl}
QUEST_UNUSED_20151116_000879	Okay, let's stop complaining. I want you to retrieve the sacred objects from Goanar Path.{nl}I believe that they are buried deep in the ground.{nl}	자, 하소연은 이쯤 하고요, 당신에겐 고야나르 숲길의 성물 회수를 부탁드릴게요.{nl}아마 땅 속에 고이 묻혀 있을 거예요.{nl}	Nah, sampai disini saja mengeluhnya, aku meminta tolong padamu untuk mengambil relic di Gayanar Forest Road.{nl} Mungkin saja benda itu terkubur di dalam tanah.{nl}
QUEST_UNUSED_20151116_000880	Ah, and there are many monsters around that threaten us merchants.{nl}If it's alright with you, I want you to defeat them as well.	아, 그리고.. 그 주변에 저희 상단원들을 위협하는 몬스터들이 많아요.{nl}괜찮으시다면 몬스터 정리도 함께 부탁드릴게요.	Ah, lalu.. Di sekitar situ banyak monster yang mengancam para anggota kami.{nl} Jika boleh, tolong sekalian habisi para monster tersebut.
QUEST_UNUSED_20151116_000881	Be careful since there are many monsters around there.{nl}If there weren't any monsters, our task would not have been completed this late.	그 주변에 몬스터들이 많으니 조심하세요.{nl}몬스터만 없었어도 작업이 이리 늦진 않았을 거라고요.	Berhati-hatilah karena banyak monster di sekitar situ.{nl} Jika saja tidak ada monster itu maka pekerjaan tidak akan terlambat seperti ini.
QUEST_UNUSED_20151116_000882	Leopoldas never asks anyone for help.{nl}I never knew that you were this good.	레오폴다스 아저씨는 원래 남에게 부탁하는 분이 아니세요.{nl}결국 부탁했다는 사람이 이렇게 실력 좋은 분일 줄은 몰랐는걸요?	Bukankah paman Leopoldas adalah orang yang meminta tolong pada orang lain.{nl} Intinya kurasa ia tidak tahu, orang yang dimintainya tolong memiliki kemampuan sebaik ini?
QUEST_UNUSED_20151116_000883	Actually, we received a strange report.{nl}The monsters at Kluibe Road are digging only one spot.	흠. 마침 이상한 보고가 들어와 있어요.{nl}크뤼베 가도의 몬스터들이 한 곳만 집요하게 파헤치고 있다네요.{nl}	Hmm. Akhirnya laporan yang aneh telah datang.{nl} Para monster dari Kluibe Road sedang menggali di satu tempat dengan bersusah payah.{nl}
QUEST_UNUSED_20151116_000884	I think what they are looking for is one of our Merchants' obejct.{nl}And it would take some time until the retrieval group reaches here.	아마 그것도 저희 상단의 물건일 것 같은데 확인해 주시겠어요?{nl}회수조가 그 쪽까지 도착하려면 시간이 걸려서요.	Mungkin juga hal itu adalah barang milik Merchant Alliance kami, maukah kau memeriksanya?{nl} Tim pengambil membutuhkan waktu untuk tiba di tempat itu.
